X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192,X193,X194,X195,X196,X197,X198,X199,X200,X201,X202,X203,X204,X205,X206,X207,X208,X209,X210,X211,X212,X213,X214,X215,X216,X217,X218,X219,X220,X221,X222,X223,X224,X225,X226,X227,X228
4/14/2020 12:56,4/14/2020 13:10,99.15.82.8,100,824,1,4/14/2020 13:10,R_1FLe0txKSvIRmz0,35.06440735,-89.67590332,anonymous,CN19IN,61,1,2,,1,1,1,1,,5,1,1,"1,2",1,2,,,2,,,,1,1,1,2,187,Tennessee,1,American,1,4,2,,2,4,2,4,2,3,2,8,3,4,2,4,2,3,3,8,4,4,2,4,3,2,4,4,4,2,4,2,4,3.5,15,8,10,0,pm,,30,6,30,am,,7,1,3,3,0,0,0,0,0,0,Less than once a week ,0,0,0,,6,6,0,1800,6,0,30,150,4,6,1,0,300,8,7.5,0,3150,3,3,3,3,3,1,1,2,2,1,1,2,2,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,29,4,1,5,8,8,8,4,2,160,32,40,70,15,37,58,6,2,3,74,2,75,2,3,3,2,3,2,2,3,3,2,2,1,1,1,1,76,77,1,35,78,79,12,21,45,-31,45,362,-236,-160,71,1,75,1,74,1,220,3,81,1,80,2,80,2,241,5,74,76,,2,1,#DIV/0!,#DIV/0!,6,1,0,0,0,
4/14/2020 12:59,4/14/2020 13:19,104.229.73.194,100,1231,1,4/14/2020 13:19,R_3MnA7UTPrLBp4Tv,44.9322052,-74.8844986,anonymous,MC25Y,23,2,4,,4,4,2,2,,5,2,2,,2,2,,,2,,,,1,1,2,,187,New York,3,American,2,,1,5,2,5,2,4,2,2,2,8,3,3,2,2,3,1,2,3,4,3,4,2,1,1,5,4,3,2,4,2,4,2.875,11,9,11,0,Pm,,60,7,30,Am,,5,3,3,2,0,1,3,3,3,2,headaches,1,1,3,,7,4,15,1530,7,1,20,480,4,3,3,0,360,8,12,0,5040,4,1,1,3,3,3,3,3,3,3,3,1,1,2,2,3,3,3,3,2,2,1,1,1,1,3,3,1,1,2,29,4,1,2,8,2,6,3,2,12,60,16,100,100,100,22,68,78,100,100,100,50,89,100,78,100,100,100,100,46,72,100,100,100,100,24,100,27,9,65,19,22,478,489,465,450,130,157,203,1809,1836,46,60,17,48,9,32,72,140,9,70,21,71,4,48,34,189,38,79,,3,2,#DIV/0!,#DIV/0!,17,2,1,4,2,
4/14/2020 13:09,4/14/2020 13:22,68.197.147.180,100,753,1,4/14/2020 13:22,R_SH7POQv18kWie0F,40.68009949,-73.92070007,anonymous,MC07B,22,2,4,,4,4,2,2,,5,4,2,,2,2,,,2,,,,1,1,2,,187,NY,1,US,2,,2,,2,4,3,3,3,3,3,7,6,2,4,2,3,2,4,3,8,3,3,3,4,2,4,4,4,1,5,2,4,3.375,15,8,11,30,PM,,20,8,30,AM,,8,1,2,1,0,0,0,1,1,0,Wake up randomly in middle of night,1,0,2,,3,0,20,40,7,1,30,540,4,6,0,20,100,8,14,0,5880,4,1,1,2,2,2,2,3,3,3,3,1,1,3,3,3,3,3,3,2,2,1,1,3,3,3,3,1,1,2,30,3,1,5,8,6,2,4,2,120,8,40,16,28,53,34,44,14,38,54,46,54,5,3,37,34,60,17,27,13,7,53,27,6,7,14,9,39,14,32,29,16,103,157,149,110,61,100,172,408,447,55,23,22,23,38,30,115,76,33,58,3,44,10,91,46,193,31,59,,1,0,#DIV/0!,#DIV/0!,5,1,1,2,1,
4/14/2020 13:08,4/14/2020 13:22,70.49.138.220,100,813,1,4/14/2020 13:22,R_BSyI2iEkHjAlT2x,45.3433075,-75.82649994,anonymous,ND06E,23,1,2,,2,FALSE,FALSE,1,,2,4,2,,2,2,,,2,,,,5,7,2,,31,,1,Canadian,2,,2,,2,4,3,3,3,3,2,7,5,3,3,3,3,3,3,6,6,2,3,3,3,2,4,4,3,2,4,3,3,2.875,12,10,12,0,am,,30,10,0,am,,8,2,2,1,0,0,1,1,0,0,none ,0,0,3,,4,0,45,135,1,,,0,3,1,,,0,6,3,30,1050,1,2,2,4,3,1,1,3,3,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,22,8,2,3,2,0,1,2,2,0,8,6,30,30,28,30,0,0,28,38,28,31,0,0,4,68,67,36,66,18,17,1,1,1,1,1,1,12,15,12,1,1,67,162,139,51,8,20,115,312,324,56,23,47,6,41,3,144,32,44,20,0,0,35,10,79,30,12,11,,2,0,#DIV/0!,#DIV/0!,5,1,0,3,2,
4/14/2020 13:10,4/14/2020 13:25,72.209.237.98,100,892,1,4/14/2020 13:25,R_3lUoj82r7ozfPUt,38.813797,-77.1486969,anonymous,ve08s,32,1,1,,2,2,2,1,,7,1,1,1,2,1,1,2,2,,,,1,1,2,,187,Virginia,3,American,2,,2,,2,3,3,3,4,3,4,6,8,3,3,4,4,4,4,8,8,3,3,3,1,1,5,3,3,2,4,2,4,2.875,10,8,11,0,PM,,0,7,0,AM,,8,0,0,1,0,0,0,0,1,1,NA,0,0,2,,8,1,0,420,8,1,0,420,4,8,0,45,315,8,5,0,2100,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,36,1,1,7,6,6,1,4,2,168,0,42,50,49,75,41,26,7,12,60,31,59,1,1,52,28,17,1,2,1,52,26,2,23,1,7,19,22,20,18,19,39,85,34,145,203,31,53,219,279,301,55,53,52,51,46,53,153,157,52,61,50,61,48,70,150,192,39,61,,0,0,#DIV/0!,#DIV/0!,3,1,0,2,1,
4/14/2020 13:07,4/14/2020 13:26,66.67.105.59,100,1129,1,4/14/2020 13:26,R_3pmCDiUWTRi03Mp,43.08779907,-73.60070038,anonymous,SH16A,37,2,3,,3,3,1,2,,7,1,1,1,1,1,1,7,1,,"1,2,5","Horse, chickens",1,1,1,2,187,New York,5,American,1,,2,,2,3,2,1,2,3,3,4,4,3,2,1,3,3,3,4,5,2,3,3,5,1,5,5,5,1,5,1,5,3.875,17,6,11,0,PM,,45,9,0,AM,,8,3,1,1,0,0,1,1,0,1,My usual trouble getting to sleep I practice a lot of sleep hygiene due to chronic sleep issues,3,0,1,,4,1,0,180,3,1,0,120,4,1,,,0,6,10,0,3000,3,1,1,4,3,4,3,3,3,3,3,3,3,2,2,3,3,4,3,3,3,3,3,3,3,4,3,1,1,1,36,1,1,6,8,2,3,3,3,36,9,48,40,0,20,63,20,0,0,63,11,78,0,0,23,11,0,0,0,0,11,0,1,0,1,0,0,88,61,0,0,0,40,1,22,55,-68,20,265,-215,-127,52,9,40,9,40,10,132,28,81,40,61,20,63,9,205,69,100,62,,2,0,#DIV/0!,#DIV/0!,5,1,3,1,1,
4/14/2020 13:20,4/14/2020 13:30,24.6.23.173,100,612,1,4/14/2020 13:31,R_2VkjcNQVqnnyZbW,37.54969788,-121.9620972,anonymous,HH04L,28,1,2,,2,2,2,1,,6,2,1,3,2,2,,,2,,,,1,1,2,,187,,1,Korean,2,,2,,2,4,2,4,3,3,3,8,5,4,2,4,2,4,2,9,3,3,3,3,3,1,5,3,5,1,5,1,5,3.5,14,6,12,0,am,,20,8,0,am,,7.5,0,2,0,0,0,0,0,0,0,none,0,0,0,,1,,,0,1,,,0,1,1,,,0,1,,,#VALUE!,#VALUE!,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,1,1,1,36,0,1,6,10,0,10,3,3,0,30,60,1,3,26,27,25,2,2,2,3,2,2,2,2,33,0,2,2,2,0,1,4,25,3,4,4,50,4,6,4,3,8,10,49,56,-15,35,38,70,120,3,2,3,2,4,2,10,6,3,3,4,4,3,5,10,12,51,0,,1,0,#DIV/0!,#DIV/0!,2,1,0,0,0,
4/14/2020 13:18,4/14/2020 13:32,104.162.224.128,100,877,1,4/14/2020 13:32,R_W6C8xW4P7D4kFIB,40.74940491,-73.96640015,anonymous,Na5O,23,2,4,,4,FALSE,FALSE,2,,5,1,1,1,2,2,,,2,,,,2,7,2,,187,New York ,1,American ,2,,1,"5,7",2,3,2,2,2,3,3,5,4,4,3,2,4,3,3,6,7,3,4,2,4,1,5,3,3,3,3,2,4,3.125,13,10,11,0,PM,,15,8,30,AM,,8,1,2,0,0,0,0,1,1,1,None,0,0,2,,4,1,0,180,3,1,0,120,4,6,8,0,2400,7,8,0,2880,3,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,1,1,1,1,3,3,3,3,1,1,2,32,2,1,0,0,0,0,3,2,0,0,0,68,20,63,31,8,19,67,48,75,32,69,83,61,52,79,76,17,31,33,95,42,10,16,3,9,36,30,38,50,5,341,274,194,183,56,92,146,902,938,41,15,10,52,15,87,66,154,25,89,21,68,20,96,66,253,41,24,,1,0,#DIV/0!,#DIV/0!,5,1,0,2,1,
4/14/2020 13:08,4/14/2020 13:37,73.189.194.36,100,1735,1,4/14/2020 13:37,R_Cd9WkKc7kP9YaD7,37.84869385,-122.2209015,anonymous,AK29A,72,1,2,,2,FALSE,FALSE,1,,5,1,1,1,2,2,,,2,,,,8,8,2,,187,California,1,US,1,4,2,,2,4,2,3,1,3,2,7,2,5,1,4,2,4,2,10,2,4,4,2,5,1,5,4,2,2,4,1,5,3.5,15,8,11,30,PM,,15,7,30,AM,,5,0,3,2,0,1,1,0,0,0,No trouble falling asleep,0,0,0,,1,,,0,1,,,0,1,8,0,45,315,8,8,0,3360,4,3,3,1,1,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,1,1,2,33,1,1,3,4,4,4,3,3,36,48,12,7,2,2,81,2,3,2,83,3,87,2,2,3,3,3,2,3,3,3,2,3,2,2,2,3,80,80,4,3,53,16,13,15,12,-70,10,384,-398,-318,90,3,61,2,89,3,240,8,91,4,91,4,54,3,236,11,92,90,,0,2,#DIV/0!,#DIV/0!,7,1,0,0,0,
4/14/2020 13:26,4/14/2020 13:37,99.87.247.86,100,693,1,4/14/2020 13:37,R_2bKwpeQTS9ZQbkY,34.03439331,-84.60019684,anonymous,WF31Y,23,2,4,,3,3,1,2,,6,1,1,1,2,2,,,1,1,1,,5,3,1,2,187,Georgia,1,American,1,,2,,2,4,2,3,2,4,3,8,4,3,3,3,2,4,3,7,5,2,2,4,4,1,5,4,4,2,4,1,5,3.625,14,6,10,30,PM,,15,8,30,AM,,9,1,3,1,0,0,1,1,0,0,na,3,0,2,,7,4,30,1620,1,,,0,4,8,0,30,210,4,4,0,720,1,3,3,3,3,3,3,1,1,2,2,2,2,1,1,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,32,2,1,5,6,4,2,3,2,60,8,30,29,17,38,59,15,2,16,59,29,59,2,30,60,29,2,10,29,3,15,41,2,10,2,2,2,55,29,8,1,2,112,51,85,125,-34,21,208,131,186,51,30,18,30,51,18,120,78,28,50,26,26,27,73,81,149,19,59,,1,0,#DIV/0!,#DIV/0!,6,1,3,2,1,
4/14/2020 13:29,4/14/2020 13:39,98.110.235.187,100,567,1,4/14/2020 13:39,R_1DoRYxA7N6chqdT,42.39280701,-71.56539917,anonymous,SA1229L,22,2,4,,4,FALSE,FALSE,2,,5,1,1,2,2,2,,,2,,,,5,7,2,,187,Massachusetts,3,American,1,2,2,,2,2,5,3,5,2,5,4,12,2,4,2,4,2,4,3,9,3,3,3,2,1,5,4,3,1,5,2,4,3.125,12,7,11,0,PM,,45,7,30,AM,,8,3,3,0,1,1,0,2,3,1,Almost every single day because of anxiety and sadness or grief,2,2,3,,1,,,0,1,,,0,1,1,,,0,8,24,0,10080,4,1,1,3,3,2,2,3,3,2,2,1,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,27,2,1,5,4,7,4,3,3,105,24,20,59,50,71,5,16,26,86,7,50,12,41,63,74,30,70,71,73,47,83,83,83,82,64,50,16,10,11,33,74,9,302,353,179,374,177,187,44,1341,1351,14,50,15,52,14,53,43,155,13,86,18,86,15,87,46,259,1,1,,2,0,#DIV/0!,#DIV/0!,11,2,2,5,3,
4/14/2020 13:25,4/14/2020 13:39,209.207.6.99,100,838,1,4/14/2020 13:39,R_3kcQjrlqtEO52GK,35.83079529,-90.70230103,anonymous,NE26A,38,2,4,,4,4,2,2,,5,1,1,1,2,2,,,1,8,1,,4,4,2,,187,Arkansas,1,American,1,,2,,2,4,3,2,2,3,2,6,4,3,3,3,3,3,3,6,6,2,3,3,3,1,5,3,3,2,4,2,4,3,11,8,2,0,Am,,90,8,30,Am,,6.5,3,3,3,0,1,0,3,3,3,Back pain,3,0,1,,1,,,0,3,1,0,120,2,4,0,30,90,8,5,30,2310,2,1,1,2,2,2,2,1,1,3,3,1,1,2,2,3,3,2,2,3,3,2,2,1,1,2,2,2,1,1,25,4,1,7,7,2,4,3,3,42,0,49,22,18,40,60,0,0,38,30,8,65,85,4,7,27,46,8,8,8,7,27,41,6,0,0,80,43,51,0,12,27,61,218,133,60,-23,20,233,216,259,43,25,15,21,43,2,101,48,33,50,13,29,59,21,105,100,80,25,,3,1,#DIV/0!,#DIV/0!,16,2,3,1,1,
4/14/2020 13:22,4/14/2020 13:40,69.242.248.202,100,1100,1,4/14/2020 13:40,R_3oHINYwvwQ81bOs,26.62840271,-82.0196991,anonymous,Oa08n,17,1,2,,2,2,2,1,,1,2,1,2,2,2,,,1,6,"1,2,4,5",Ducks,3,3,2,,187,Florida,3,American,2,,2,,2,2,2,1,3,2,2,2,4,3,3,2,4,3,3,5,7,1,3,3,4,1,5,4,2,2,4,1,5,3.125,11,7,11,30,pm,,20,11,0,am,,8,3,3,2,0,0,0,2,0,0,Everyday,0,0,1,,6,1,30,450,7,1,10,420,4,6,0,30,150,6,4,0,1200,1,2,2,4,3,2,2,3,3,3,3,3,3,1,1,3,3,3,3,4,3,2,2,4,3,4,3,1,1,1,34,1,1,5,4,4,4,4,2,80,16,20,61,41,50,31,15,20,83,47,49,34,61,20,70,81,55,11,57,19,100,47,56,61,7,13,43,45,26,48,48,32,159,312,262,288,50,95,170,901,946,49,50,30,51,42,60,121,161,50,72,40,52,39,57,129,181,53,35,,1,0,#DIV/0!,#DIV/0!,7,1,0,1,1,
4/14/2020 13:31,4/14/2020 13:45,67.249.2.43,100,866,1,4/14/2020 13:45,R_2xDkgZCoyqrR6US,44.59190369,-75.16200256,anonymous,RF28Y,29,2,4,,4,FALSE,FALSE,2,,4,1,1,1,2,2,,,1,3,"1,2",,1,7,2,,187,NY,4,Caucasian (American) ,1,3,2,,2,2,4,2,4,2,4,3,9,3,3,2,4,3,4,5,8,3,2,4,3,2,4,3,4,2,4,2,4,3.25,13,8,12,30,AM,,90,1,30,PM,,10,3,3,1,2,1,3,1,2,3,Cannot afford meds to help sleep and partner has sleep apnea so snores very loud but hates wearing his cpap,3,2,3,,1,,,0,1,,,0,1,1,,,0,8,22,0,9240,4,1,1,3,3,1,1,1,1,1,1,2,2,3,3,2,2,3,3,2,2,2,2,3,3,3,3,1,2,5,27,4,1,0,0,0,0,1,1,0,0,0,96,70,100,7,35,34,100,2,36,2,66,98,100,65,100,100,100,72,100,100,85,86,88,39,47,11,2,16,8,2,428,451,234,474,143,154,15,1715,1726,5,96,2,96,8,96,15,288,8,100,12,95,11,97,31,292,12,9,,3,0,#DIV/0!,#DIV/0!,16,2,3,5,3,
4/14/2020 13:24,4/14/2020 13:47,173.187.70.195,100,1337,1,4/14/2020 13:47,R_240n2YmlQeHGVEf,31.65080261,-95.55169678,anonymous,CH04N,47,2,3,,4,4,2,2,,6,1,1,1,2,1,1,15 years,1,5,"1,5",horses,1,1,2,,187,Texas,5,American,2,,2,,2,4,3,4,2,4,2,9,4,4,2,3,3,4,1,8,3,3,3,3,3,1,5,2,4,2,4,1,5,3.25,12,7,9,30,pm,,3,6,30,am,,8.5,1,1,0,0,0,1,3,0,2,none,0,0,1,,7,1,5,390,7,0,45,270,4,8,0,35,245,8,4,30,1890,2,2,2,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,1,1,1,1,3,3,3,3,1,1,3,32,2,1,6,7,5,1,3,2,90,2,42,65,23,0,53,1,5,7,89,21,98,2,6,16,28,2,2,1,14,1,60,1,3,3,1,2,77,31,1,1,55,138,13,75,23,-60,17,326,-137,-60,71,3,26,1,38,1,135,5,61,28,35,2,29,4,125,34,21,71,,0,0,#DIV/0!,#DIV/0!,7,1,0,1,1,
4/14/2020 13:36,4/14/2020 13:51,67.241.80.152,100,911,1,4/14/2020 13:51,R_XiXAdhLdHD0ofPX,44.66110229,-74.97080231,anonymous,NN23Y,21,2,3,,4,FALSE,FALSE,2,,3,1,1,1,2,1,2,1 and 3,2,,,,1,7,2,,187,NY,5,American ,1,,2,,2,4,3,3,2,2,3,6,5,3,4,3,2,3,2,6,5,3,4,2,3,1,5,3,2,3,3,1,5,3,11,9,1,30,Am,,2,7,30,Am,,4.5,2,3,1,0,2,2,1,2,2,None,0,0,1,,3,4,30,540,4,1,15,225,4,3,1,30,180,5,7,30,1800,2,1,1,3,3,3,3,2,2,3,3,1,1,1,1,3,3,3,3,2,2,3,3,3,3,3,3,1,1,3,31,3,1,1,7,7,7,5,4,35,168,7,58,21,50,89,54,12,31,14,24,79,99,33,74,45,60,23,14,21,52,100,30,99,39,16,17,55,32,12,79,31,226,234,119,314,115,170,245,763,818,74,91,32,99,57,87,163,277,64,67,31,87,91,70,186,224,69,18,,0,2,#DIV/0!,#DIV/0!,13,2,0,1,1,
4/14/2020 13:31,4/14/2020 13:51,74.70.9.213,100,1211,1,4/14/2020 13:51,R_3hDYTlyocbKBzGD,42.9967041,-78.19689941,anonymous,PE07Y,48,2,3,,3,3,1,2,,4,1,1,1,1,1,2,22 19,1,2,1,,1,1,1,2,187,NY,4,white,1,,2,,2,3,4,2,2,2,2,4,5,3,4,2,2,2,2,4,5,3,4,2,3,2,4,3,3,3,3,3,3,2.75,12,12,10,0,pm,,60,7,45,am,,8,2,2,1,0,1,0,1,1,3,I have prior injuries that cause me to not sleep well at night,3,0,3,,1,,,0,1,,,0,1,2,0,20,20,8,10,0,4200,4,2,2,3,3,2,2,3,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,3,3,1,1,1,32,0,1,5,8.5,6,2,3,2,90,8,42.5,24,2,75,21,2,5,15,19,21,20,2,43,72,23,72,47,2,22,72,48,73,71,49,3,2,38,10,3,19,3,167,164,51,339,8,46,73,656,694,29,77,6,57,22,68,57,202,31,80,14,69,14,80,59,229,19,30,,3,0,#DIV/0!,#DIV/0!,9,1,3,3,2,
4/14/2020 13:41,4/14/2020 13:57,74.79.217.167,100,953,1,4/14/2020 13:57,R_3qCoSiBFlFbqOZo,42.92849731,-76.55909729,anonymous,AH24A,47,2,3,,4,FALSE,FALSE,2,,3,1,1,1,2,1,2,17 and 20,1,5,"1,2",,4,7,2,,187,NY,2,American,1,,2,,2,4,3,2,2,3,2,6,4,3,3,3,3,3,3,6,6,2,2,4,4,1,5,4,2,2,4,2,4,3.25,12,7,10,0,PM,,29,5,0,AM,,7.5,2,3,2,1,0,0,2,0,1,Off schedule ,0,0,2,,4,1,0,180,4,1,30,270,4,7,1,30,540,8,4,0,1680,2,3,3,3,3,3,3,3,3,2,2,1,1,2,2,2,2,3,3,3,3,2,2,1,1,3,3,1,1,1,31,2,1,0,0,1,1,3,3,0,21,0,72,44,51,29,55,9,57,87,17,30,2,31,43,16,33,54,7,8,35,25,52,40,41,17,18,15,21,14,9,6,191,151,109,210,74,89,173,562,577,51,47,31,42,27,33,109,122,32,36,36,33,18,16,86,85,18,33,,2,0,#DIV/0!,#DIV/0!,9,1,0,2,1,
4/14/2020 13:45,4/14/2020 13:57,108.12.26.218,100,712,1,4/14/2020 13:57,R_3MzX4QoRR7wdm9w,43.15710449,-76.32800293,anonymous,CW11A,22,2,4,,4,FALSE,FALSE,2,,5,2,1,2,2,2,,,1,2,"1,2",,5,5,2,,187,New York,3,American,2,,2,,2,3,3,3,2,2,1,5,3,2,4,2,3,2,3,3,7,1,4,2,1,1,5,3,2,3,3,1,5,2.5,7,9,10,15,PM,,45,6,50,AM,,6.5,3,3,3,0,0,1,1,0,1,overthinking and a lot on my mind,0,1,3,,7,1,10,420,1,,,0,4,8,1,20,560,8,7,0,2940,3,1,1,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,2,2,2,2,3,3,1,1,2,31,2,1,5,5,6,3,3,2,90,12,25,51,2,19,52,2,2,60,97,49,35,45,48,19,61,86,51,2,2,9,92,81,14,14,2,47,36,23,70,2,37,244,274,229,75,-28,8,244,550,586,70,38,49,28,6,37,125,103,30,39,17,5,7,59,54,103,17,81,,2,1,#DIV/0!,#DIV/0!,9,1,0,4,2,
4/14/2020 13:35,4/14/2020 14:00,24.179.125.239,100,1457,1,4/14/2020 14:00,R_1q3UPqmH714fNan,42.26489258,-72.66870117,anonymous,pa02e,57,2,4,,4,FALSE,FALSE,2,,5,1,1,1,2,2,,,2,,,,8,8,2,,187,Massachusetts,4,American,2,,2,,2,4,2,4,2,4,2,9,3,4,1,4,1,4,1,9,0,2,4,2,3,1,5,4,3,2,4,1,5,3.125,12,8,11,45,PM,,5,7,45,AM,,8,0,2,2,0,0,0,3,0,0,none,0,0,0,,7,0,30,180,4,0,10,30,4,4,0,10,30,8,10,0,4200,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,2,2,3,3,4,3,1,1,1,38,0,1,2,3,0,3,3,3,0,45,6,3,1,12,78,1,1,1,79,1,58,1,1,4,1,11,1,1,1,1,1,1,12,1,1,1,80,58,1,1,41,7,15,5,30,-76,4,314,-333,-253,82,8,61,1,62,8,205,17,90,3,62,1,73,1,225,5,100,82,,0,0,#DIV/0!,#DIV/0!,7,1,0,0,0,
4/14/2020 13:46,4/14/2020 14:02,99.135.105.161,100,965,1,4/14/2020 14:02,R_2QPxxtinYoJFZsw,34.07820129,-84.22810364,anonymous,wh8r,49,1,1,,1,1,1,1,,5,1,1,1,2,1,1,11,1,1,1,,1,1,1,2,187,ga,3,us,2,,2,,2,4,2,3,2,3,2,7,3,3,3,2,3,2,3,4,6,3,3,3,3,2,4,4,3,3,3,3,3,3,13,11,11,0,pm,,60,6,0,am,,6.5,3,3,1,0,0,0,2,0,3,nothing,0,0,2,,1,,,0,1,,,0,1,8,1,30,630,8,8,0,3360,4,1,1,1,1,3,3,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,1,2,3,29,2,1,5,9,6,2,4,3,120,12,45,71,24,28,49,6,8,25,33,3,36,3,78,31,13,13,81,5,4,14,47,25,18,9,12,4,37,5,5,6,35,285,71,49,100,-9,28,158,338,375,40,32,32,32,43,24,115,88,22,53,10,22,15,29,47,104,14,30,,3,1,#DIV/0!,#DIV/0!,9,1,0,2,1,
4/14/2020 13:42,4/14/2020 14:02,74.65.32.173,100,1194,1,4/14/2020 14:02,R_1KwfTYPA0775QzX,43.32110596,-76.40339661,anonymous,Wi05y,48,2,3,,3,3,1,2,,6,1,1,2,2,1,2,22 & 20,1,1,1,,3,3,1,2,187,NY,5,American,2,,1,4,2,3,4,2,4,2,4,4,9,3,3,3,2,2,3,5,5,4,4,2,3,2,4,4,4,2,4,2,4,3.25,15,10,10,0,Pm,,60,7,30,Am,,7,3,3,1,1,2,3,2,1,1,Once or twice our foster dog has not slept well and neither have I,0,0,3,,1,,,0,1,,,0,1,1,,,0,8,8,0,3360,4,1,1,3,3,1,1,3,3,3,3,1,1,2,2,3,3,3,3,3,3,2,2,4,3,3,3,1,1,1,31,3,1,2,8,8,8,3,2,48,80,16,84,72,100,20,4,4,34,19,57,15,3,4,39,48,29,73,4,4,63,78,28,36,51,2,0,30,9,57,26,3,243,98,234,289,6,36,66,804,834,37,67,7,61,7,61,51,189,68,69,7,54,9,55,84,178,26,33,,3,1,#DIV/0!,#DIV/0!,14,2,0,3,2,
4/14/2020 13:04,4/14/2020 14:03,74.88.73.160,100,3510,1,4/14/2020 14:03,R_3kHcJnyFNoszXBD,40.83120728,-73.90670013,anonymous,JM29A,17,2,4,,4,4,2,2,,1,2,1,2,1,2,,,1,1,1,,3,3,2,,187,CT,2,N/A,2,,2,,2,2,2,3,3,3,2,5,4,3,3,3,3,2,3,5,6,2,3,3,3,1,5,4,4,1,5,1,5,3.375,13,6,10,0,PM,,30,8,0,AM,,10,1,1,0,0,0,0,0,0,0,No answer,0,0,0,,4,0,30,90,1,,,0,3,3,1,0,120,6,5,0,1500,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,27,0,1,3,3,1,1,3,3,9,12,9,2,2,6,38,3,4,18,30,4,47,1,28,24,50,7,14,13,15,19,18,20,18,19,16,16,45,38,3,0,19,66,59,75,86,-11,34,172,103,148,38,9,16,19,31,6,85,34,49,2,24,9,31,14,104,25,59,48,,2,0,#DIV/0!,#DIV/0!,1,1,0,0,0,
4/14/2020 13:45,4/14/2020 14:03,45.47.154.248,100,1071,1,4/14/2020 14:03,R_3mf7PUCaQKZ9aOz,43.08779907,-73.60070038,anonymous,SC25E,44,2,3,,4,FALSE,FALSE,2,,4,1,1,1,2,1,2,"17, 18",1,4,"1,2",,7,7,2,,187,New York,4,American,1,,2,,2,2,2,2,3,3,3,4,5,1,3,3,3,1,3,2,6,2,3,3,1,1,5,3,4,2,4,1,5,3,10,7,12,0,Am,,5,8,0,Am,,8,0,0,0,0,0,0,0,1,0,I have not had problems sleeping,0,0,3,,1,,,0,8,1,30,630,4,1,,,0,8,12,0,5040,4,1,1,3,3,1,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,1,1,2,29,3,1,0,0,0,8,3,3,0,168,0,87,57,29,4,6,8,42,12,92,3,74,75,42,97,92,86,78,52,19,100,93,48,59,11,4,26,3,83,1,8,356,379,333,197,44,70,30,1279,1305,16,2,3,42,18,43,37,87,16,83,12,67,14,63,42,213,14,30,,0,0,#DIV/0!,#DIV/0!,1,1,0,3,2,
